jd_key,jobid,opentime,title,funtype,std_job,it_related,tier,techstack,level,level_source,salary,salary_monthly,salary_weight,sample_weight,work_year,skill_vec_01,skill_vec_prof,task_vec_01,skillpoint_map,n_skills,n_tasks,n_skillpoints,n_prof
a3a2707fd80ca120c7388c77c2cfbbeb,135528136,2022-10-01,存储固件工程师（BU6）,嵌入式软件开发(Linux/单片机/PLC/DSP…),嵌入式软件开发,True,3,后端开发与业务逻辑,初级(0-2年),text,1-2万,15000.0,1.0,11.4271,,批判性逻辑思考|团队协作与协调|说服与分歧谈判|信息管理与数字素养|程序设计与软件工程|软件架构与系统设计|系统测试与质量评估|计算机硬件与数字电路|嵌入式系统与固件开发,软件架构与系统设计:P2;计算机硬件与数字电路:P2;嵌入式系统与固件开发:P3;程序设计与软件工程:P2;系统测试与质量评估:P2;团队协作与协调:P2;批判性逻辑思考:U;信息管理与数字素养:U;说服与分歧谈判:U,应用软件开发|嵌入式软件开发|系统架构设计|软件测试|售后技术支持|硬件开发,"嵌入式系统与固件开发:SAS,PCIe,BMC,SDK;计算机硬件与数字电路:HBA,RAID,BMC;程序设计与软件工程:SVN",9,6,8,9
a998e292797673c22e37de21035541b3,135793367,2022-10-01,gis项目实施经理,项目管理,GIS工程师,True,3,,,,9千-1.2万,10500.0,1.0,11.35,,口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|多方权衡与方案决策|时间与资源统筹管理|环境适应与压力耐受|目标导向与攻坚韧性,时间与资源统筹管理:P3;需求洞察与服务意识:U;团队协作与协调:U;多方权衡与方案决策:P3;口头技术沟通与汇报:U;书面技术文档撰写:U,IT项目管理|技术文档管理|技术团队管理,,8,3,0,6
a4333b954d81a6a4beafadb076c596f0,135979427,2022-10-01,ERP开发工程师,ERP技术开发,ERP技术开发,True,3,基础设施与云原生|后端开发与业务逻辑|数据存储与管理,高级(5-9年),text,1.5-2万,17500.0,1.0,11.481,,需求洞察与服务意识|数据管理与数据库|程序设计与软件工程|计算机硬件与数字电路|计算机网络与通信技术|网络安全与数据隐私|云原生与分布式系统|系统部署交付与运维,系统部署交付与运维:P3;程序设计与软件工程:P2;计算机硬件与数字电路:U;计算机网络与通信技术:U;网络安全与数据隐私:P2;云原生与分布式系统:P3;数据管理与数据库:P3;需求洞察与服务意识:P2,应用软件开发|数据库开发与管理|系统运维|网络运维|信息安全|云平台运维|IT技术支持|企业系统实施|IT资产管理,程序设计与软件工程:C#,8,9,1,8
88f54ec8f298a101ccc429e40b35a87d,136197084,2022-10-01,产品运营经理,产品经理/主管,平台产品经理,True,3,AI/ML 与数据智能,中级(3-4年),text,1-1.5万,12500.0,1.0,2.4333,,终身学习与知识更新|批判性逻辑思考|创造力与创新思维|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|多方权衡与方案决策|时间与资源统筹管理|严谨细致与诚信自律|数据分析与可视化,团队协作与协调:U;需求洞察与服务意识:U;时间与资源统筹管理:U;书面技术文档撰写:U;多方权衡与方案决策:U;批判性逻辑思考:U;数据分析与可视化:P3,数据分析|IT项目管理,,10,2,0,7
8ef51a2d32402b261c67e0cf7ec74b9f,137417986,2022-10-01,Java开发工程师,Java开发工程师,Java开发工程师,True,1,后端开发与业务逻辑,初级(0-2年),text,4.5-6千,5250.0,1.0,11.4381,,终身学习与知识更新|批判性逻辑思考|口头技术沟通与汇报|团队协作与协调|需求洞察与服务意识|环境适应与压力耐受|严谨细致与诚信自律|程序设计与软件工程,程序设计与软件工程:P2;需求洞察与服务意识:U;团队协作与协调:U;口头技术沟通与汇报:U;批判性逻辑思考:U,应用软件开发|系统运维,"程序设计与软件工程:Java,Vue",8,2,2,5
089180fd66b6fff6eb3ab37c70cee697,137827004,2022-10-01,web前端开发工程师,Web前端开发,Web前端开发,True,3,前端与用户体验,初级(0-2年),text,1-1.5万,12500.0,1.0,11.4254,,团队协作与协调|需求洞察与服务意识|程序设计与软件工程|人机交互与用户体验|计算机网络与通信技术,需求洞察与服务意识:U;程序设计与软件工程:P3;团队协作与协调:P2;人机交互与用户体验:P3;计算机网络与通信技术:U,应用软件开发|产品设计,"程序设计与软件工程:HTML,JavaScript,CSS,Vue,uni-app,Git;计算机网络与通信技术:HTTP",5,2,7,5
e12afed52c692e4f64634b41a6d2d43c,137930721,2022-10-01,工程项目经理,项目管理,项目经理,True,1,,,,6千-1万,8000.0,1.0,11.4434,,口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|说服与分歧谈判|需求洞察与服务意识|多方权衡与方案决策|时间与资源统筹管理|目标导向与攻坚韧性,需求洞察与服务意识:U;多方权衡与方案决策:U;时间与资源统筹管理:U;团队协作与协调:U;口头技术沟通与汇报:U;说服与分歧谈判:U;书面技术文档撰写:U,售前技术支持|IT项目管理,,8,2,0,7
3f29b9412e18a87cdde1f97c0c15100f,137932116,2022-10-01,软件开发（前端）,软件工程师,Web前端开发,True,3,后端开发与业务逻辑|前端与用户体验,,,10-15万/年,10416.67,1.0,11.4254,,终身学习与知识更新|书面技术文档撰写|团队协作与协调|严谨细致与诚信自律|程序设计与软件工程|人机交互与用户体验,书面技术文档撰写:U;团队协作与协调:U;人机交互与用户体验:P2;程序设计与软件工程:P3,应用软件开发|UI/UX设计|技术文档管理,"人机交互与用户体验:Photoshop,Fireworks;程序设计与软件工程:JavaScript,HTML,CSS,Ajax,XML,JSON,Vue,npm,Webpack,Grunt,Git",6,3,13,4
e4c081da2213626bdd273d3906373976,138017798,2022-10-01,技术助理,项目助理,技术文档工程师,True,3,,初级(0-2年),title,4.5-5千,4750.0,1.0,7.2333,,书面技术文档撰写|团队协作与协调|信息管理与数字素养|严谨细致与诚信自律|系统测试与质量评估,书面技术文档撰写:U;团队协作与协调:U;信息管理与数字素养:P2;系统测试与质量评估:U,软件测试|售前技术支持|技术文档管理,,5,3,0,4
d0217e1d518cf90d2c65d3eee3a68ac4,139756437,2022-10-01,软件开发工程师,软件工程师,C#开发工程师,True,3,后端开发与业务逻辑,初级(0-2年),text,1.2-2.4万,18000.0,1.0,11.4583,,终身学习与知识更新|创造力与创新思维|严谨细致与诚信自律|数据管理与数据库|程序设计与软件工程|图形与交互技术|嵌入式系统与固件开发,程序设计与软件工程:P3;图形与交互技术:U;数据管理与数据库:P2;嵌入式系统与固件开发:P1,应用软件开发|嵌入式软件开发|数据库开发与管理|企业系统实施,"程序设计与软件工程:C#,WPF,WinForms,.NET MVC,Web API,HTML,CSS,JavaScript,Vue;数据管理与数据库:MySQL,SQL Server,SQLite;嵌入式系统与固件开发:PLC,MES",7,4,14,4
55ba143bcde995cfa894557a864705ad,140256947,2022-10-01,IT（管培生）,网络工程师(IT工程师),IT技术支持,True,3,,,,8千-1.5万·13薪,12458.33,1.0,11.4192,,终身学习与知识更新|批判性逻辑思考|团队协作与协调|目标导向与攻坚韧性,批判性逻辑思考:U;团队协作与协调:U,,,4,0,0,2
33e1f06d9a1780177999e784d226cb82,140443985,2022-10-01,高级产品经理 (学习和考评管理方向) (MJ000093),产品经理/主管,产品经理,True,1,前端与用户体验,高级(5-9年),text,1.8-3万,24000.0,1.0,11.4355,,批判性逻辑思考|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|时间与资源统筹管理|目标导向与攻坚韧性|AI任务拆解与规划|数据分析与可视化|系统测试与质量评估|人机交互与用户体验,需求洞察与服务意识:U;AI任务拆解与规划:U;人机交互与用户体验:P3;书面技术文档撰写:U;口头技术沟通与汇报:U;数据分析与可视化:P2;团队协作与协调:U;时间与资源统筹管理:U;系统测试与质量评估:U;批判性逻辑思考:U,软件测试|数据分析|IT项目管理|产品设计|UI/UX设计,人机交互与用户体验:Axure,11,5,1,10
e2153072325b7d4c80a9faed8c379bc3,140444327,2022-10-01,数据产品总监 (MJ000096),产品经理/主管,数据产品经理,True,3,数据存储与管理|AI/ML 与数据智能,高级(5-9年),text,2-3万,25000.0,1.0,3.6667,,批判性逻辑思考|书面技术文档撰写|需求洞察与服务意识|自然语言处理技术|计算数学与数据建模|数据管理与数据库|大数据与分布式计算|数据分析与可视化,自然语言处理技术:U;数据管理与数据库:U;数据分析与可视化:P3;大数据与分布式计算:U;书面技术文档撰写:P3;需求洞察与服务意识:U;批判性逻辑思考:U;计算数学与数据建模:U,数据分析|产品设计,,8,2,0,8
d4201695967e1d98399f4aed0bca24df,140526748,2022-10-01,C#软件工程师,C#开发工程师,软件工程师,True,1,后端开发与业务逻辑,初级(0-2年),text,6千-1万,8000.0,1.0,11.4354,,终身学习与知识更新|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|目标导向与攻坚韧性|程序设计与软件工程|系统测试与质量评估,程序设计与软件工程:P2;书面技术文档撰写:U;系统测试与质量评估:U;口头技术沟通与汇报:U;团队协作与协调:U,应用软件开发|软件测试|技术文档管理,"程序设计与软件工程:C++,C#,.NET Framework,WinForms,WPF",7,3,5,5
61b5ef85b709d7c79a243a43a9df0445,140686708,2022-10-01,软件工程师,集成电路IC设计/应用工程师,软件工程师,True,1,后端开发与业务逻辑,,,1-2万,15000.0,1.0,11.4354,,团队协作与协调|程序设计与软件工程|计算机硬件与数字电路,程序设计与软件工程:P2;计算机硬件与数字电路:P2;团队协作与协调:U,应用软件开发|嵌入式软件开发,"计算机硬件与数字电路:MTK,6533G,6531E,88X9",3,2,4,3
924f68d6dbe02d33b1477c3eb93b997a,141064958,2022-10-01,风电运维工程师,电力工程师/技术员,运维工程师,True,1,基础设施与云原生,,,4.5-6千,5250.0,1.0,11.4369,,终身学习与知识更新|团队协作与协调|自我监测与工作复盘|时间与资源统筹管理|严谨细致与诚信自律|计算机硬件与数字电路|网络安全与数据隐私,团队协作与协调:U;时间与资源统筹管理:U;自我监测与工作复盘:U;计算机硬件与数字电路:P1;网络安全与数据隐私:U,系统运维|信息安全|IT项目管理|技术团队管理|技术培训与知识赋能,,7,5,0,5
10800a23b58f3f5786244348747deb06,141226052,2022-10-01,java开发工程师(J13515),Java开发工程师,Java开发工程师,True,3,后端开发与业务逻辑,中级(3-4年),text,1.2-1.8万,15000.0,1.0,11.4381,,批判性逻辑思考|团队协作与协调|时间与资源统筹管理|数据管理与数据库|大数据与分布式计算|程序设计与软件工程|算法与数据结构|软件架构与系统设计|系统测试与质量评估|人机交互与用户体验,团队协作与协调:U;程序设计与软件工程:P3;软件架构与系统设计:P3;人机交互与用户体验:U;系统测试与质量评估:P2;算法与数据结构:P3;时间与资源统筹管理:P3;数据管理与数据库:P2;批判性逻辑思考:P2;大数据与分布式计算:U,应用软件开发|系统架构设计|软件测试|产品设计,"程序设计与软件工程:Java,Spring Boot,Spring Cloud,Git;数据管理与数据库:Redis,MongoDB,Python",10,4,7,10
f98a47938e0ffc21bacde7ab6d31ec61,141262934,2022-10-01,Java开发工程师 / Java软件工程师,Java开发工程师,Java开发工程师,True,1,后端开发与业务逻辑,高级(5-9年),text,1.3-2.6万,19500.0,1.0,11.4381,,数据管理与数据库|程序设计与软件工程|操作系统与系统管理,数据管理与数据库:P2;操作系统与系统管理:P1;程序设计与软件工程:P3,应用软件开发|数据库开发与管理|系统运维,"程序设计与软件工程:Java,Tomcat;数据管理与数据库:MySQL,SQL;操作系统与系统管理:Linux",3,3,5,3
a079ed9c57ab72804152480f03c7f821,141784848,2022-10-01,视觉算法工程师,算法工程师,算法工程师,True,1,AI/ML 与数据智能,,,1.5-3万·14薪,26250.0,1.0,11.4609,,终身学习与知识更新|口头技术沟通与汇报|自我监测与工作复盘|机器学习与深度学习|计算机视觉与多模态|计算数学与数据建模|算法与数据结构|计算机硬件与数字电路,口头技术沟通与汇报:U;自我监测与工作复盘:U;计算机视觉与多模态:P3;机器学习与深度学习:P3;计算数学与数据建模:U;计算机硬件与数字电路:U;算法与数据结构:U,算法研发,"机器学习与深度学习:CNN,RNN,LSTM,TensorFlow,PyTorch,Python,C++,Linux",8,1,8,7
c4fc6679763180430855d0d6cdfc8eb3,141819904,2022-10-01,电气测试工程师,测试工程师,测试工程师,True,1,后端开发与业务逻辑,,,1.2-2万,16000.0,1.0,11.4389,,批判性逻辑思考|归纳与演绎推理|团队协作与协调|需求洞察与服务意识|目标导向与攻坚韧性|严谨细致与诚信自律|系统测试与质量评估|计算机硬件与数字电路|嵌入式系统与固件开发,系统测试与质量评估:P3;计算机硬件与数字电路:P3;嵌入式系统与固件开发:P2;团队协作与协调:P2;需求洞察与服务意识:P3;批判性逻辑思考:P3,嵌入式软件开发|软件测试|企业系统实施|硬件开发,系统测试与质量评估:Jira,9,4,1,6
471201ab0889870562dce0dfd833f58b,142027396,2022-10-01,软件测试工程师,软件测试工程师,测试工程师,True,1,数据存储与管理|后端开发与业务逻辑,,,3-6千,4500.0,1.0,11.4389,,终身学习与知识更新|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|时间与资源统筹管理|环境适应与压力耐受|数据管理与数据库|程序设计与软件工程|系统测试与质量评估,系统测试与质量评估:P3;程序设计与软件工程:U;数据管理与数据库:U;口头技术沟通与汇报:U;团队协作与协调:U;书面技术文档撰写:U;时间与资源统筹管理:U,软件测试,程序设计与软件工程:SQL;数据管理与数据库:SQL,9,1,2,7
f06be036c446bf49fec3af189672b5c0,142234867,2022-10-01,Classic AutoSar Software Engineer,嵌入式软件开发(Linux/单片机/PLC/DSP…),嵌入式软件开发,True,3,后端开发与业务逻辑,,,25-50万/年,31250.0,1.0,11.4271,,口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|时间与资源统筹管理|目标导向与攻坚韧性|程序设计与软件工程|软件架构与系统设计|系统测试与质量评估|嵌入式系统与固件开发,团队协作与协调:U;需求洞察与服务意识:U;程序设计与软件工程:P2;系统测试与质量评估:P2;时间与资源统筹管理:U;口头技术沟通与汇报:U;嵌入式系统与固件开发:P2;软件架构与系统设计:U;书面技术文档撰写:U,应用软件开发|嵌入式软件开发|系统架构设计|软件测试,"程序设计与软件工程:C++,MISRA;软件架构与系统设计:AUTOSAR;嵌入式系统与固件开发:CANoe",10,4,4,9
1fbe3bcbcfe36db6ae0737eada8e1e72,142265165,2022-10-01,Java开发,Java开发工程师,Java开发工程师,True,3,后端开发与业务逻辑,中级(3-4年),text,1.5-3万,22500.0,1.0,11.4381,,书面技术文档撰写|数据管理与数据库|程序设计与软件工程|软件架构与系统设计|操作系统与系统管理|系统部署交付与运维,书面技术文档撰写:U;系统部署交付与运维:U;程序设计与软件工程:P3;软件架构与系统设计:P3;数据管理与数据库:P2;操作系统与系统管理:P1,应用软件开发|系统架构设计|数据库开发与管理|系统运维|技术文档管理,"程序设计与软件工程:Java,Spring,MyBatis,Redis,Git;数据管理与数据库:MySQL;操作系统与系统管理:Linux",6,5,7,6
1d9154e3040eff2de90f374a21ada6df,142267151,2022-10-01,网管值班工程师,网络工程师(IT工程师),网络工程师,True,3,,,,5-8千,6500.0,1.0,11.414,,口头技术沟通与汇报|书面技术文档撰写|环境适应与压力耐受|计算机网络与通信技术,书面技术文档撰写:U;口头技术沟通与汇报:U;计算机网络与通信技术:P1,网络运维|IT技术支持,计算机网络与通信技术:TCP/IP,4,2,1,3
810ab0d7980af3247307ccd5733b6b47,142310473,2022-10-01,技术工程师,电子工程师/技术员,技术支持工程师,True,3,,,,20-30万/年,20833.33,1.0,11.4419,,口头技术沟通与汇报|团队协作与协调|计算机视觉与多模态|计算机硬件与数字电路|嵌入式系统与固件开发|计算机网络与通信技术|系统部署交付与运维,系统部署交付与运维:P2;计算机网络与通信技术:U;团队协作与协调:U;口头技术沟通与汇报:U;计算机硬件与数字电路:P2;计算机视觉与多模态:P2;嵌入式系统与固件开发:P2,IT技术支持,嵌入式系统与固件开发:PLC;计算机硬件与数字电路:PLC,7,1,2,7
1fa5a3df3ddaeee63711fc68784c0876,142575542,2022-10-01,数通售前工程师,售前/售后技术支持工程师,数据通信工程师,True,3,基础设施与云原生,初级(0-2年),text,7千-1.3万,10000.0,1.0,3.3667,,批判性逻辑思考|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|多方权衡与方案决策|严谨细致与诚信自律|数据分析与可视化,多方权衡与方案决策:U;书面技术文档撰写:U;批判性逻辑思考:U;团队协作与协调:U;口头技术沟通与汇报:P2;需求洞察与服务意识:P3;数据分析与可视化:U,数据分析|售前技术支持,,8,2,0,7
38798220abc2168335e4dbcd4f416824,142586546,2022-10-01,软件工程师（OA系统）,软件工程师,软件工程师,True,1,后端开发与业务逻辑,初级(0-2年),text,8千-1.2万,10000.0,1.0,11.4354,,终身学习与知识更新|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|信息管理与数字素养|严谨细致与诚信自律|数据管理与数据库|程序设计与软件工程|云原生与分布式系统,需求洞察与服务意识:U;口头技术沟通与汇报:U;书面技术文档撰写:U;团队协作与协调:U;程序设计与软件工程:P2;数据管理与数据库:P2;信息管理与数字素养:P2;云原生与分布式系统:U,应用软件开发|数据库开发与管理|系统运维|云平台运维|IT技术支持|技术文档管理|技术培训与知识赋能,"程序设计与软件工程:JavaScript,C#,.NET,JSON,API;数据管理与数据库:SQL Server,T-SQL",10,7,7,8
0d9b1a692a268ab8908ca8030cbb4c19,142609399,2022-10-01,机器人算法开发实习生(A6636),算法工程师,智能驾驶工程师,True,3,AI/ML 与数据智能,实习/应届,title,5-6千,5500.0,1.0,7.4667,,口头技术沟通与汇报|信息管理与数字素养|程序设计与软件工程|算法与数据结构|系统测试与质量评估|嵌入式系统与固件开发|系统部署交付与运维,信息管理与数字素养:U;口头技术沟通与汇报:U;嵌入式系统与固件开发:P2;系统测试与质量评估:P2;算法与数据结构:U;程序设计与软件工程:P2;系统部署交付与运维:P2,应用软件开发|嵌入式软件开发|算法研发|系统运维,"程序设计与软件工程:C++,ROS,Linux",7,4,3,7
56bb718800e164f7c49bfee86b947f3a,142652858,2022-10-01,智能化产品开发工程师,项目经理,硬件产品经理,True,3,基础设施与云原生|AI/ML 与数据智能|安全与合规|前端与用户体验,高级(5-9年),text,8千-1万,9000.0,1.0,5.9,,终身学习与知识更新|创造力与创新思维|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|多方权衡与方案决策|时间与资源统筹管理|环境适应与压力耐受|目标导向与攻坚韧性|严谨细致与诚信自律|数据管理与数据库|大数据与分布式计算|数据分析与可视化|程序设计与软件工程|软件架构与系统设计|人机交互与用户体验|计算机硬件与数字电路|嵌入式系统与固件开发|计算机网络与通信技术|网络安全与数据隐私,时间与资源统筹管理:U;需求洞察与服务意识:U;多方权衡与方案决策:U;书面技术文档撰写:U;团队协作与协调:U;数据分析与可视化:P2;人机交互与用户体验:P2;计算机硬件与数字电路:P2;嵌入式系统与固件开发:P3;计算机网络与通信技术:P2;网络安全与数据隐私:P2;程序设计与软件工程:P2;数据管理与数据库:P2;软件架构与系统设计:P3;大数据与分布式计算:P2,应用软件开发|嵌入式软件开发|算法研发|系统架构设计|信息安全|数据开发|数据分析|售前技术支持|IT项目管理|产品设计|硬件开发|技术团队管理,"嵌入式系统与固件开发:Keil,IAR,Source Insight;计算机硬件与数字电路:Cadence;计算机网络与通信技术:TCP/IP,4G,NB-IoT,Wi-Fi,LoRa;程序设计与软件工程:Java,C#,JavaScript,SQL,JDBC,Three.js,ThingJS;数据管理与数据库:SQL",20,12,17,15
88d729d79701146052347e88b537f5b4,142783131,2022-10-01,售后服务工程师,售前/售后技术支持工程师,技术支持工程师,True,3,,,,8千-1.2万,10000.0,1.0,11.4419,,批判性逻辑思考|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|信息管理与数字素养|环境适应与压力耐受|严谨细致与诚信自律,需求洞察与服务意识:U;团队协作与协调:U;批判性逻辑思考:U;口头技术沟通与汇报:P2;书面技术文档撰写:P2;信息管理与数字素养:U,IT技术支持|售前技术支持|售后技术支持|技术培训与知识赋能,,8,4,0,6
fa978f4eb01fd8703063370dd5d549b9,142788865,2022-10-01,测试工程师（家储设备）,测试工程师,测试工程师,True,1,基础设施与云原生,初级(0-2年),text,6千-1.2万·13薪,9750.0,1.0,11.4389,,系统测试与质量评估|操作系统与系统管理|计算机硬件与数字电路|系统部署交付与运维,系统部署交付与运维:U;系统测试与质量评估:P2;操作系统与系统管理:U;计算机硬件与数字电路:U,软件测试|系统运维,,4,2,0,4
8b8ecdf0c339f2ffd1690f9444f8d05a,142792101,2022-10-01,产品经理,产品经理/主管,产品经理,True,1,AI/ML 与数据智能,,,6-8千,7000.0,1.0,11.4355,,书面技术文档撰写|团队协作与协调|需求洞察与服务意识|时间与资源统筹管理|数据分析与可视化|人机交互与用户体验,需求洞察与服务意识:U;团队协作与协调:U;时间与资源统筹管理:U;书面技术文档撰写:U;数据分析与可视化:P2;人机交互与用户体验:P2,数据分析|IT项目管理|产品设计|技术文档管理,,6,4,0,6
